,event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best,communal
5676,IND81325,28-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),DMK: Dravida Munnetra Kazhagam; CPI: Communist Party of India; CPI(M): Communist Party of India (Marxist); MDMK: Marumalarchi Dravida Munnetra Kazhagam; VCK: Viduthalai Chiruthaigal Katchi,6,,,0,60,,356,South Asia,India,Tamil Nadu,Tiruchirappalli,Thiruverumbur,Navalpattu,10.7591,78.771,1,The Hindu,National,"On 28 September 2020, members of the DMK, CPI, CPIM, MDMK, VCK held protests in Navalpattu town (Tiruchirappalli, TN) demanding the withdrawal of three farm bills at the Centre.",0,crowd size=no report,1680633758,8035,31717,128377,8035,0
5677,IND81334,28-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),DMK: Dravida Munnetra Kazhagam,6,,,0,60,,356,South Asia,India,Tamil Nadu,Coimbatore,Pollachi,Pollachi,10.6582,77.0085,1,The Hindu,National,"On 28 September 2020, members of the DMK held protests in Pollachi town (Coimbatore, TN) demanding the withdrawal of three farm bills at the Centre.",0,crowd size=no report,1680633758,10727,31404,79602,10727,0
5709,IND81372,28-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),CPI(M): Communist Party of India (Marxist); CPI: Communist Party of India; DMK: Dravida Munnetra Kazhagam; MDMK: Marumalarchi Dravida Munnetra Kazhagam; VCK: Viduthalai Chiruthaigal Katchi,6,,,0,60,,356,South Asia,India,Tamil Nadu,Perambalur,Veppanthattai,Veppanthattai,11.3794,78.7297,1,The Hindu,National,"On 28 September 2020, members of the DMK, CPI, CPIM, MDMK, VCK held protests in Veppanthattai village (Perambalur, TN)demanding the withdrawal of three farm bills at the Centre.",0,crowd size=no report,1710268046,3403,4297,12983,3403,0
5711,IND81291,28-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),DMK: Dravida Munnetra Kazhagam; Government of India (2014-),6,,,0,60,,356,South Asia,India,Tamil Nadu,Krishnagiri,Krishnagiri,Krishnagiri,12.5192,78.2138,2,The Hindu,National,"On 28 September 2020, members of the DMK and an MLA held protests in 14 places in Krishnagiri district (Krishnagiri, TN) demanding the withdrawal of three farm bills at the Centre.",0,crowd size=no report,1712695428,57704,120826,208179,57704,0
5736,IND81319,28-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),CPI(M): Communist Party of India (Marxist); CPI: Communist Party of India; DMK: Dravida Munnetra Kazhagam; MDMK: Marumalarchi Dravida Munnetra Kazhagam; VCK: Viduthalai Chiruthaigal Katchi,6,,,0,60,,356,South Asia,India,Tamil Nadu,Nagapattinam,Nagapattinam,Nagapattinam,10.7639,79.8445,2,The Hindu; Times of India,National,"On 28 September 2020, a little over 2300 members of the DMK, CPI, CPIM, MDMK, VCK held protests in Nagapattinam district (Nagapattinam, TN) demanding the withdrawal of three farm bills at the Centre.",0,crowd size=a little over 2300,1715131158,19203,46496,72513,19203,0
5737,IND81311,28-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),DMK: Dravida Munnetra Kazhagam,6,,,0,60,,356,South Asia,India,Tamil Nadu,Coimbatore,Mettupalayam,Mettupalayam,11.2997,76.9348,2,The Hindu,National,"On 28 September 2020, members of the DMK held protests in Mettupalayam taluk (Coimbatore, TN) demanding the withdrawal of three farm bills at the Centre.",0,crowd size=no report,1715131158,7376,18940,36679,7376,0
5741,IND81366,28-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),DMK: Dravida Munnetra Kazhagam; INC: Indian National Congress; MDMK: Marumalarchi Dravida Munnetra Kazhagam,6,,,0,60,,356,South Asia,India,Tamil Nadu,Tiruppur,Tiruppur,Tiruppur,11.1154,77.3545,2,The Hindu,National,"On 28 September 2020, over 800 members of the DMK, MDMK, INC held protests in 60 places in Tiruppur district (Tiruppur, TN) demanding the withdrawal of three farm bills at the Centre.",0,crowd size=over 800,1716327783,30460,85060,367953,30460,0
5764,IND81206,27-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),AAP: Aam Aadmi Party,6,,,0,60,,356,South Asia,India,Punjab,Patiala,Patiala,Patiala,30.3362,76.3922,1,Chandigarh Tribune,National,"On 27 September 2020, residents of Wards 30-32 and AAP workers staged a protest in Patiala (Punjab) against the poor condition of roads in colonies.",0,crowd size=no report,1702343412,34336,93042,295169,34336,0
5776,IND81098,26-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Farmers (India),6,,,0,60,,356,South Asia,India,Jammu and Kashmir,Samba,Samba,Samba,32.5625,75.1199,2,Kashmir Images,Subnational,"On 26 September 2020, as part of nationwide protests members of J&K Kissan Tehreek (a farmer organization) held protests in Samba district (J&K) against the BJP led government policy over farms bill and electricity act amendments.",0,crowd size=no report,1601405481,7656,18118,18990,7656,0
5777,IND81066,26-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Farmers (India),6,,,0,60,,356,South Asia,India,Jammu and Kashmir,Poonch,Haveli,Poonch,33.7703,74.0925,2,Kashmir Images,Subnational,"On 26 September 2020, as part of nationwide protests members of J&K Kissan Tehreek (a farmer organization) held protests in Poonch district (J&K) against the BJP led government policy over farms bill and electricity act amendments.",0,crowd size=no report,1601405481,46578,50982,54475,46578,0
5778,IND80800,26-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Farmers (India),6,,,0,60,,356,South Asia,India,Jammu and Kashmir,Bandipora,Bandipora,Bandipora,34.4173,74.6431,2,Kashmir Images,Subnational,"On 26 September 2020, as part of nationwide protests members of J&K Kissan Tehreek (a farmer organization) held protests in Bandipora district (J&K) against the BJP led government policy over farms bill and electricity act amendments.",0,crowd size=no report,1601405481,18371,30966,31608,18371,0
5784,IND80538,26-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Labor Group (India); AITUC: All India Trade Union Congress,6,,,0,60,,356,South Asia,India,Jharkhand,Bokaro,Chas,Bokaro,23.6667,86.148,1,Telegraph (India),National,"On 26 September 2020, contract workers of Bokaro Steel Plant staged demonstrations, under the banner of Bokaro Ispat Kamgar Morcha an outfit affiliated to AITUC, in Bokaro city (Bokaro, Jharkhand), demanding to be reinstated to their jobs lost during the coronavirus lockdown.",0,crowd size=no report,1618497828,20343,92966,289297,20343,0
5797,IND80980,26-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Farmers (India),6,,,0,60,,356,South Asia,India,Jammu and Kashmir,Kishtwar,Kishtwar,Kishtwar,33.3135,75.7673,2,Kashmir Images,Subnational,"On 26 September 2020, as part of nationwide protests members of J&K Kissan Tehreek (a farmer organization) held protests in Kishtwar district (J&K) against the BJP led government policy over farms bill and electricity act amendments.",0,crowd size=no report,1645032564,11142,27022,42107,11142,0
5802,IND80990,26-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Farmers (India),6,,,0,60,,356,South Asia,India,Jammu and Kashmir,Kulgam,Kulgam,Kulgam,33.6446,75.0192,2,Kashmir Images,Subnational,"On 26 September 2020, as part of nationwide protests members of J&K Kissan Tehreek (a farmer organization) held protests in Kulgam district (J&K) against the BJP led government policy over farms bill and electricity act amendments.",0,crowd size=no report,1651165014,15133,14219,14369,15133,0
5810,IND80522,26-Sep-20,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (India),Bengali Ethnic Group (India),6,,,0,60,,356,South Asia,India,Karnataka,Bengaluru Urban,Bengaluru North,Bengaluru,12.9719,77.5936,1,Deccan Herald,Subnational,"Around 26 September 2020 (as reported), the Bengali association staged a protest in Bengaluru city (Bengaluru, KN) against the BBMP for taking away land where a cultural center is being run.",0,crowd size=no report,1702343412,156230,507728,2683820,156230,0
5813,IND80787,26-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),BKU: Bharatiya Kisan Union; Farmers (India); KMSC: Farm Laborer Struggle Committee,6,,,0,60,,356,South Asia,India,Punjab,Amritsar,Amritsar-II,Amritsar,31.6344,74.8728,2,Chandigarh Tribune,National,"On 26 September 2020, farmers along with BKU and KMSC staged a protest for the third day, in Amritsar district, blocking railway tracks, against the three agricultural ordinances.",0,crowd size=no report,1702343412,22436,98967,251246,22436,0
5824,IND81174,26-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Farmers (India); KMSC: Farm Laborer Struggle Committee,6,,,0,60,,356,South Asia,India,Chandigarh,Chandigarh,Chandigarh,Chandigarh,30.7362,76.7884,2,Pioneer (India),National,"On 26 September 2020, farmers under the banner of Kisan Mazdoor Sangharsh Committee entered the third day of their 'rail roko' demonstration in Amritsar and Ferozepur districts of Punjab (coded as Chandigarh), blocking railway tracks in protest to the farm laws passed by the central government.",0,crowd size=no report,1714518461,21915,123161,422580,21915,0
5848,IND80587,25-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Farmers (India),6,,,0,60,,356,South Asia,India,Madhya Pradesh,Harda,Harda,Harda,22.3441,77.0953,1,Hindustan Times,National,"On 25 September 2020, farmers staged a protest in Harda town (Harda, MP) over delay in payment to them. One of them attempted suicide for alleged delay in payment for his gram crop produce.",0,crowd size=no report,1601405480,23480,43700,78219,23480,0
5850,IND80959,25-Sep-20,2020,1,Demonstrations,Riots,Violent demonstration,Rioters (India),Farmers (India),5,Police Forces of India (2014-),,1,15,,356,South Asia,India,Uttar Pradesh,Kannauj,Kannauj,Kannauj,27.0552,79.9188,2,Hindustan Times,National,"On 25 September 2020, farmers staged demonstrations, in Kannauj district (UP) against the three agricultural ordinances. Police allegedly intervened in the demonstrations and clashed with rioters.",0,crowd size=no report,1601405480,86450,203780,329316,203780,0
5860,IND80853,25-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Farmers (India); BKU: Bharatiya Kisan Union,6,,,0,60,,356,South Asia,India,Uttarakhand,Dehradun,Dehradun,Dehradun,30.3229,78.0316,1,Hindustan Times,National,"On 25 September 2020, farmers associated with BKU, staged protests, in Dehradun (Uttarakhand), against the three agricultural ordinances and bills.",0,crowd size=no report,1601405480,13861,58665,296830,13861,0
5886,IND80683,25-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),INC: Indian National Congress,6,,,0,60,,356,South Asia,India,Telangana,Narayanpet,Narayanpet,Narayanpet,16.748,77.4954,1,Indo-Asian News Service,International,"On 25 September 2020, members of the INC held a protest in Narayanpet city (Narayanpet, TS) against the new farm and agricultural bills and laws.",0,crowd size=no report,1601405480,39892,57493,80700,39892,0
5887,IND80748,25-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Farmers (India),6,,,0,60,,356,South Asia,India,Maharashtra,Thane,Thane,Thane,19.197,72.9635,2,Indo-Asian News Service,International,"On 25 September 2020, farmers and activists staged a protest in Thane district (Maharashtra) against the agriculture Bills passed in the Parliament.",0,crowd size=no report,1601405480,93631,373658,601963,93631,0
5890,IND80515,25-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Farmers (India),6,,,0,60,,356,South Asia,India,Maharashtra,Beed,Bid,Beed,18.9892,75.7563,2,Indo-Asian News Service,International,"On 25 September 2020, farmers and activists staged a protest in Beed district (Maharashtra) against the agriculture Bills passed in the Parliament.",0,crowd size=no report,1618497868,13823,54965,145487,13823,0
5892,IND80680,25-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),INC: Indian National Congress,6,,,0,60,,356,South Asia,India,Telangana,Nalgonda,Nalgonda,Nalgonda,17.0543,79.267,1,Indo-Asian News Service,International,"On 25 September 2020, members of the INC held a protest in Nalgonda city (Nalgonda, TS) against the new farm and agricultural bills and laws.",0,crowd size=no report,1601405480,47107,117037,249056,47107,0
5897,IND81088,25-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Farmers (India),6,,,0,60,,356,South Asia,India,Haryana,Rewari,Rewari,Rewari,28.199,76.6183,1,Indo-Asian News Service,International,"On 25 September 2020, around 50 farmers, staged protests, in Rewari (Haryana), against the three agricultural ordinances and bills.",0,crowd size=around 50,1601405481,5288,28892,80613,5288,0
5898,IND80527,25-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),INC: Indian National Congress,6,,,0,60,,356,South Asia,India,Telangana,Yadadri Bhuvanagiri,Bhongir,Bhongir,17.5154,78.8856,1,Indo-Asian News Service,International,"On 25 September 2020, members of the INC held a protest in Bhongir city (Yadadri Bhuvanagiri, TS) against the new farm and agricultural bills and laws.",0,crowd size=no report,1601405481,11702,39768,71489,11702,0
5903,IND80691,25-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),INC: Indian National Congress,6,,,0,60,,356,South Asia,India,Telangana,Nizamabad,Nizamabad North,Nizamabad,18.6715,78.0988,1,Indo-Asian News Service,International,"On 25 September 2020, members of the INC held a protest in Nizamabad city (Nizamabad, TS) against the new farm and agricultural bills and laws.",0,crowd size=no report,1618497872,50703,143299,315277,50703,0
5907,IND80713,25-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Farmers (India),6,,,0,60,,356,South Asia,India,Odisha,Rayagada,Rayagada,Rayagada,19.1713,83.4142,1,Pioneer (India),National,"On 25 September 2020, farmers and activists staged a protest in Rayagada town (Rayagada, Odisha) against the agriculture Bills passed in the Parliament.",0,crowd size=no report,1601405481,57817,121503,179068,57817,0
5911,IND80657,25-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Farmers (India),6,,,0,60,,356,South Asia,India,Odisha,Malkangiri,Malkangiri,Malkangiri,18.3438,81.883,1,Pioneer (India),National,"On 25 September 2020, farmers and activists staged a protest in Malkangiri town (Malkangiri, Odisha) against the agriculture Bills passed in the Parliament.",0,crowd size=no report,1601405481,4088,9566,20398,4088,0
5927,IND80546,25-Sep-20,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (India),Farmers (India),6,,,0,60,,356,South Asia,India,Maharashtra,Nashik,Chandvad,Chandwad,20.3289,74.2414,1,Times of India,National,"On 25 September 2020, about 300 farmers staged a protest in Chandwad town (Nashik, Maharashtra) against the agriculture Bills passed in the Parliament.",0,crowd size=about 300,1618497883,8272,10872,28216,8272,0
